case_id,source_id,sheet,recipe_label,level_no,power_W,energy_uJ,fluence_J_cm2,measured_ablated_v_1e6um3,measured_depth_um,replicate_count,average_1e6um3,efficiency_1e6um3_per_J,efficiency_m3_per_J,data_kind,output_semantics,column_class,source_doi,source_url,source_locator,extraction_method,extraction_date,license,unit_note,grade_confirmation_required,quality_note
D04-N1-1%-12,D04,N1-1%,CFRP + 1 wt% CuHAp,12,0.7000000000000001,3.5,15.03234409368551,5.985,24.98,4,2.5090000000000003,4.301142857142858,4.301142857142858e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-13,D04,N1-1%,CFRP + 1 wt% CuHAp,13,0.65,3.25,13.958605229850829,8.141,22.59,4,2.25225,4.1579999999999995,4.157999999999999e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-14,D04,N1-1%,CFRP + 1 wt% CuHAp,14,0.6000000000000001,3.0000000000000004,12.884866366016153,4.948,21.52,4,3.046,6.091999999999998,6.091999999999998e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-15,D04,N1-1%,CFRP + 1 wt% CuHAp,15,0.55,2.75,11.81112750218147,4.166,17.48,4,2.2885,4.993090909090909,4.993090909090909e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-16,D04,N1-1%,CFRP + 1 wt% CuHAp,16,0.5,2.5,10.737388638346792,5.095,19.18,4,2.2515,5.403599999999999,5.403599999999999e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-17,D04,N1-1%,CFRP + 1 wt% CuHAp,17,0.45,2.25,9.663649774512113,4.538,17.68,4,2.22975,5.946,5.946e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-18,D04,N1-1%,CFRP + 1 wt% CuHAp,18,0.4,2.0,8.589910910677434,4.501,18.94,4,1.6445,4.9334999999999996,4.9334999999999995e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-19,D04,N1-1%,CFRP + 1 wt% CuHAp,19,0.35000000000000003,1.75,7.516172046842755,4.4,18.82,4,1.9924999999999997,6.83142857142857,6.83142857142857e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-20,D04,N1-1%,CFRP + 1 wt% CuHAp,20,0.30000000000000004,1.5000000000000002,6.4424331830080765,4.405,18.74,4,1.7369999999999999,6.947999999999998,6.9479999999999975e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-21,D04,N1-1%,CFRP + 1 wt% CuHAp,21,0.25,1.25,5.368694319173396,2.685,11.72,4,1.13125,5.43,5.429999999999999e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-22,D04,N1-1%,CFRP + 1 wt% CuHAp,22,0.2,1.0,4.294955455338717,4.235,17.94,4,0.9315,5.5889999999999995,5.589e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-23,D04,N1-1%,CFRP + 1 wt% CuHAp,23,0.15000000000000002,0.7500000000000001,3.2212165915040383,4.499,18.5,4,0.26125,2.0899999999999994,2.0899999999999994e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%-24,D04,N1-1%,CFRP + 1 wt% CuHAp,24,0.1,0.5,2.1474777276693584,1.978,8.87,4,0.024,0.288,2.88e-13,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-2,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,2,1.4000000000000001,7.0,30.06468818737102,10.237,45.46,4,10.2945,8.823857142857142,8.82385714285714e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-3,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,3,1.3,6.5,27.917210459701657,10.387,46.31,4,9.879999999999999,9.119999999999997,9.119999999999997e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-4,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,4,1.2000000000000002,6.000000000000001,25.769732732032306,10.077,44.09,4,9.023,9.022999999999998,9.022999999999998e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-5,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,5,1.1,5.5,23.62225500436294,9.65,40.99,4,8.2355,8.984181818181817,8.984181818181817e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-6,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,6,1.0,5.0,21.474777276693583,9.64,42.01,4,7.5235,9.028199999999998,9.028199999999998e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-7,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,7,0.9500000000000001,4.75,20.401038412858902,9.53,41.2,4,7.1979999999999995,9.092210526315789,9.092210526315789e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-8,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,8,0.9,4.5,19.327299549024225,10.7,42.06,4,6.8255,9.100666666666665,9.100666666666665e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-9,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,9,0.8500000000000001,4.25,18.253560685189548,9.488,39.53,4,6.506499999999999,9.185647058823527,9.185647058823526e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-10,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,10,0.8,4.0,17.179821821354867,8.878,38.79,4,6.2165,9.324749999999998,9.324749999999999e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-11,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,11,0.75,3.75,16.106082957520186,9.098,38.65,4,5.66875,9.069999999999999,9.069999999999999e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-12,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,12,0.7000000000000001,3.5,15.03234409368551,8.628,37.71,4,5.278499999999999,9.048857142857141,9.048857142857142e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-13,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,13,0.65,3.25,13.958605229850829,8.118,35.48,4,4.8595,8.971384615384613,8.971384615384613e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-14,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,14,0.6000000000000001,3.0000000000000004,12.884866366016153,8.368,37.42,4,4.5287500000000005,9.0575,9.057499999999999e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-15,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,15,0.55,2.75,11.81112750218147,8.168,35.07,4,4.055,8.847272727272726,8.847272727272726e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-16,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,16,0.5,2.5,10.737388638346792,8.288,35.06,4,3.6887499999999998,8.852999999999998,8.852999999999997e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-17,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,17,0.45,2.25,9.663649774512113,7.336,31.32,4,3.1500000000000004,8.4,8.4e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-18,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,18,0.4,2.0,8.589910910677434,7.536,32.15,4,2.6887499999999998,8.066249999999998,8.066249999999998e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-19,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,19,0.35000000000000003,1.75,7.516172046842755,7.736,32.89,4,2.21575,7.596857142857142,7.596857142857142e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-20,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,20,0.30000000000000004,1.5000000000000002,6.4424331830080765,7.486,31.8,4,1.6235,6.493999999999998,6.493999999999998e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-21,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,21,0.25,1.25,5.368694319173396,7.143,31.13,4,1.08625,5.213999999999999,5.2139999999999986e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
D04-N1-1%_NoCF-22,D04,N1-1%_NoCF,resin-only (no carbon fibre) + 1 wt% CuHAp,22,0.2,1.0,4.294955455338717,7.383,30.85,4,0.48725000000000007,2.9235,2.9235000000000002e-12,published_experimental_result,volume_per_energy,measured_columns+derived_conditions,10.17632/sdz48p9j5m.1,https://data.mendeley.com/datasets/sdz48p9j5m/1,worksheet 'N1-1%_NoCF',xlsx_parse_via_openpyxl,2026-09-13,CC BY 4.0,1 (10^6 µm³/J) = 1e-12 m³/J；效率是体积效率，不可反推局部深度,False,FLAG: cutting used a SEPARATE 24 µm optical system; must NOT be merged with the efficiency dataset.
